
Starting process [180x180]
8 | 10 | 0
8 | 14 | 1
8 | 163 | 3
9 | 8 | 4
9 | 10 | 5
9 | 13 | 6
9 | 160 | 8
9 | 164 | 9
10 | 9 | 10
10 | 11 | 11
10 | 14 | 12
10 | 163 | 14
10 | 165 | 15
11 | 10 | 16
11 | 11 | 17
11 | 14 | 18
11 | 15 | 19
11 | 16 | 20
11 | 17 | 21
11 | 18 | 22
11 | 19 | 23
11 | 20 | 24
11 | 21 | 25
11 | 22 | 26
11 | 23 | 27
11 | 24 | 28
11 | 25 | 29
11 | 26 | 30
11 | 27 | 31
11 | 28 | 32
11 | 29 | 33
11 | 30 | 34
11 | 31 | 35
11 | 32 | 36
11 | 33 | 37
11 | 34 | 38
11 | 35 | 39
11 | 36 | 40
11 | 37 | 41
11 | 38 | 42
11 | 39 | 43
11 | 40 | 44
11 | 41 | 45
11 | 42 | 46
11 | 43 | 47
11 | 44 | 48
11 | 45 | 49
11 | 46 | 50
11 | 47 | 51
11 | 48 | 52
11 | 49 | 53
11 | 50 | 54
11 | 51 | 55
11 | 52 | 56
11 | 53 | 57
11 | 54 | 58
11 | 55 | 59
11 | 56 | 60
11 | 57 | 61
11 | 58 | 62
11 | 59 | 63
11 | 60 | 64
11 | 61 | 65
11 | 62 | 66
11 | 63 | 67
11 | 64 | 68
11 | 65 | 69
11 | 66 | 70
11 | 67 | 71
11 | 68 | 72
11 | 69 | 73
11 | 70 | 74
11 | 71 | 75
11 | 72 | 76
11 | 73 | 77
11 | 74 | 78
11 | 75 | 79
11 | 76 | 80
11 | 77 | 81
11 | 78 | 82
11 | 79 | 83
11 | 80 | 84
11 | 81 | 85
11 | 82 | 86
11 | 83 | 87
11 | 84 | 88
11 | 85 | 89
11 | 86 | 90
11 | 87 | 91
11 | 88 | 92
11 | 89 | 93
11 | 90 | 94
11 | 91 | 95
11 | 92 | 96
11 | 93 | 97
11 | 94 | 98
11 | 95 | 99
11 | 96 | 100
11 | 97 | 101
11 | 98 | 102
11 | 99 | 103
11 | 100 | 104
11 | 101 | 105
11 | 102 | 106
11 | 103 | 107
11 | 104 | 108
11 | 105 | 109
11 | 106 | 110
11 | 107 | 111
11 | 108 | 112
11 | 109 | 113
11 | 110 | 114
11 | 111 | 115
11 | 112 | 116
11 | 113 | 117
11 | 114 | 118
11 | 115 | 119
11 | 116 | 120
11 | 117 | 121
11 | 118 | 122
11 | 119 | 123
11 | 120 | 124
11 | 121 | 125
11 | 122 | 126
11 | 123 | 127
11 | 124 | 128
11 | 125 | 129
11 | 126 | 130
11 | 127 | 131
11 | 128 | 132
11 | 129 | 133
11 | 130 | 134
11 | 131 | 135
11 | 132 | 136
11 | 133 | 137
11 | 134 | 138
11 | 135 | 139
11 | 136 | 140
11 | 137 | 141
11 | 138 | 142
11 | 139 | 143
11 | 140 | 144
11 | 141 | 145
11 | 142 | 146
11 | 143 | 147
11 | 144 | 148
11 | 145 | 149
11 | 146 | 150
11 | 147 | 151
11 | 148 | 152
11 | 149 | 153
11 | 150 | 154
11 | 151 | 155
11 | 152 | 156
11 | 153 | 157
11 | 154 | 158
11 | 155 | 159
11 | 156 | 160
11 | 157 | 161
11 | 158 | 162
11 | 159 | 163
11 | 160 | 164
11 | 163 | 165
12 | 8 | 167
12 | 9 | 168
12 | 12 | 169
12 | 13 | 170
12 | 14 | 171
12 | 15 | 172
12 | 16 | 173
12 | 17 | 174
12 | 18 | 175
12 | 19 | 176
12 | 20 | 177
12 | 21 | 178
12 | 22 | 179
12 | 23 | 180
12 | 24 | 181
12 | 25 | 182
12 | 26 | 183
12 | 27 | 184
12 | 28 | 185
12 | 29 | 186
12 | 30 | 187
12 | 31 | 188
12 | 32 | 189
12 | 33 | 190
12 | 34 | 191
12 | 35 | 192
12 | 36 | 193
12 | 37 | 194
12 | 38 | 195
12 | 39 | 196
12 | 40 | 197
12 | 41 | 198
12 | 42 | 199
12 | 43 | 200
12 | 44 | 201
12 | 45 | 202
12 | 46 | 203
12 | 47 | 204
12 | 48 | 205
12 | 49 | 206
12 | 50 | 207
12 | 51 | 208
12 | 52 | 209
12 | 53 | 210
12 | 54 | 211
12 | 55 | 212
12 | 56 | 213
12 | 57 | 214
12 | 58 | 215
12 | 59 | 216
12 | 60 | 217
12 | 61 | 218
12 | 62 | 219
12 | 63 | 220
12 | 64 | 221
12 | 65 | 222
12 | 66 | 223
12 | 67 | 224
12 | 68 | 225
12 | 69 | 226
12 | 70 | 227
12 | 71 | 228
12 | 72 | 229
12 | 73 | 230
12 | 74 | 231
12 | 75 | 232
12 | 76 | 233
12 | 77 | 234
12 | 78 | 235
12 | 79 | 236
12 | 80 | 237
12 | 81 | 238
12 | 82 | 239
12 | 83 | 240
12 | 84 | 241
12 | 85 | 242
12 | 86 | 243
12 | 87 | 244
12 | 88 | 245
12 | 89 | 246
12 | 90 | 247
12 | 91 | 248
12 | 92 | 249
12 | 93 | 250
12 | 94 | 251
12 | 95 | 252
12 | 96 | 253
12 | 97 | 254
12 | 98 | 255
12 | 99 | 256
12 | 100 | 257
12 | 101 | 258
12 | 102 | 259
12 | 103 | 260
12 | 104 | 261
12 | 105 | 262
12 | 106 | 263
12 | 107 | 264
12 | 108 | 265
12 | 109 | 266
12 | 110 | 267
12 | 111 | 268
12 | 112 | 269
12 | 113 | 270
12 | 114 | 271
12 | 115 | 272
12 | 116 | 273
12 | 117 | 274
12 | 118 | 275
12 | 119 | 276
12 | 120 | 277
12 | 121 | 278
12 | 122 | 279
12 | 123 | 280
12 | 124 | 281
12 | 125 | 282
12 | 126 | 283
12 | 127 | 284
12 | 128 | 285
12 | 129 | 286
12 | 130 | 287
12 | 131 | 288
12 | 132 | 289
12 | 133 | 290
12 | 134 | 291
12 | 135 | 292
12 | 136 | 293
12 | 137 | 294
12 | 138 | 295
12 | 139 | 296
12 | 140 | 297
12 | 141 | 298
12 | 142 | 299
12 | 143 | 300
12 | 144 | 301
12 | 145 | 302
12 | 146 | 303
12 | 147 | 304
12 | 148 | 305
12 | 149 | 306
12 | 150 | 307
12 | 151 | 308
12 | 152 | 309
12 | 153 | 310
12 | 154 | 311
12 | 155 | 312
12 | 156 | 313
12 | 157 | 314
12 | 158 | 315
12 | 159 | 316
12 | 160 | 317
12 | 161 | 318
12 | 162 | 319
12 | 164 | 320
13 | 10 | 322
13 | 13 | 323
13 | 14 | 324
13 | 15 | 325
13 | 16 | 326
13 | 17 | 327
13 | 18 | 328
13 | 19 | 329
13 | 20 | 330
13 | 21 | 331
13 | 22 | 332
13 | 23 | 333
13 | 24 | 334
13 | 25 | 335
13 | 26 | 336
13 | 27 | 337
13 | 28 | 338
13 | 29 | 339
13 | 30 | 340
13 | 31 | 341
13 | 32 | 342
13 | 33 | 343
13 | 34 | 344
13 | 35 | 345
13 | 36 | 346
13 | 37 | 347
13 | 38 | 348
13 | 39 | 349
13 | 40 | 350
13 | 41 | 351
13 | 42 | 352
13 | 43 | 353
13 | 44 | 354
13 | 45 | 355
13 | 46 | 356
13 | 47 | 357
13 | 48 | 358
13 | 49 | 359
13 | 50 | 360
13 | 51 | 361
13 | 52 | 362
13 | 53 | 363
13 | 54 | 364
13 | 55 | 365
13 | 56 | 366
13 | 57 | 367
13 | 58 | 368
13 | 59 | 369
13 | 60 | 370
13 | 61 | 371
13 | 62 | 372
13 | 63 | 373
13 | 64 | 374
13 | 65 | 375
13 | 66 | 376
13 | 67 | 377
13 | 68 | 378
13 | 69 | 379
